employee_id,first_name,last_name,email,department,base_salary,gross_salary,net_salary,bonus,previous_salary,salary_increase_pct,bank_account_no,bank_account_changed,employment_status,is_ghost,overtime_hours,reimbursements,attendance_days
EMP-1050,Ananya,Chopra,ananya.chopra50@company.com,Customer Support,76546.0,76546.0,62767.72,0.0,76546.0,0.0,XXXXXX1050,False,active,False,0.0,150.0,22
EMP-1051,Rajesh,Verma,rajesh.verma51@company.com,Finance,69836.0,69836.0,57265.52,0.0,69836.0,0.0,XXXXXX1051,False,active,False,0.0,150.0,22
EMP-1052,Aditya,Saxena,aditya.saxena52@company.com,Operations,72722.0,72992.0,59853.44,0.0,72722.0,0.0,XXXXXX1052,False,active,False,6.0,450.0,22
EMP-1053,Sonam,Iyer,sonam.iyer53@company.com,Customer Support,55144.0,55144.0,45218.08,0.0,55144.0,0.0,XXXXXX1053,False,active,False,0.0,0.0,22
EMP-1054,Karan,Verma,karan.verma54@company.com,Engineering,94019.0,94019.0,77095.58,0.0,94019.0,0.0,XXXXXX1054,False,active,False,0.0,0.0,22
EMP-1055,Neha,Choudhury,neha.choudhury55@company.com,Customer Support,77954.0,78314.0,64217.48,0.0,77954.0,0.0,XXXXXX4821,False,active,False,8.0,300.0,22
EMP-1056,Ananya,Verma,ananya.verma56@company.com,Sales,57178.0,57178.0,46885.96,0.0,57178.0,0.0,XXXXXX4821,False,active,False,0.0,300.0,22
EMP-1057,Rohan,Joshi,rohan.joshi57@company.com,Legal,52856.0,53036.0,43489.52,0.0,52856.0,0.0,XXXXXX4821,False,active,False,4.0,0.0,22
EMP-1058,Varun,Bhatnagar,varun.bhatnagar58@company.com,Engineering,85591.0,85591.0,70184.62,0.0,85591.0,0.0,XXXXXX4821,False,active,False,0.0,150.0,22
EMP-1059,Deepika,Choudhury,deepika.choudhury59@company.com,Marketing,62089.0,62089.0,50912.98,0.0,62089.0,0.0,XXXXXX4821,False,active,False,0.0,450.0,22
EMP-1060,Amit,Reddy,amit.reddy60@company.com,HR,62407.0,62497.0,51247.54,0.0,62407.0,0.0,XXXXXX1060,False,active,False,2.0,0.0,22
EMP-1061,Deepika,Rao,deepika.rao61@company.com,Customer Support,65720.0,66080.0,54185.6,0.0,65720.0,0.0,XXXXXX1061,False,active,False,8.0,0.0,22
EMP-1062,Arjun,Saxena,arjun.saxena62@company.com,Sales,49801.0,49981.0,40984.42,0.0,49801.0,0.0,XXXXXX1062,False,active,False,4.0,0.0,22
EMP-1063,Dev,Bose,dev.bose63@company.com,Finance,67872.0,67872.0,55655.04,0.0,67872.0,0.0,XXXXXX1063,False,active,False,0.0,0.0,22
EMP-1064,Meera,Rao,meera.rao64@company.com,Finance,73716.0,74076.0,60742.32,0.0,73716.0,0.0,XXXXXX1064,False,active,False,8.0,300.0,22
EMP-1065,Amit,Rao,amit.rao65@company.com,Engineering,88769.0,89129.0,73085.78,0.0,88769.0,0.0,XXXXXX1065,False,active,False,8.0,300.0,22
EMP-1066,Ishita,Singh,ishita.singh66@company.com,Finance,62332.0,62332.0,51112.24,0.0,62332.0,0.0,XXXXXX1066,False,active,False,0.0,0.0,22
EMP-1067,Kavya,Iyer,kavya.iyer67@company.com,Finance,62848.0,62848.0,51535.36,0.0,62848.0,0.0,XXXXXX1067,False,active,False,0.0,300.0,22
EMP-1068,Karan,Reddy,karan.reddy68@company.com,HR,90055.0,90325.0,74066.5,0.0,90055.0,0.0,XXXXXX1068,False,active,False,6.0,0.0,22
EMP-1069,Dev,Malhotra,dev.malhotra69@company.com,Operations,48329.0,48329.0,39629.78,0.0,48329.0,0.0,XXXXXX1069,False,active,False,0.0,450.0,22
EMP-1070,Riya,Bose,riya.bose70@company.com,Engineering,45232.0,45232.0,37090.24,0.0,45232.0,0.0,XXXXXX1182,False,active,False,0.0,0.0,22
EMP-1071,Rahul,Bose,rahul.bose71@company.com,Finance,93577.0,93667.0,76806.94,0.0,93577.0,0.0,XXXXXX1182,False,active,False,2.0,300.0,22
EMP-1072,Amit,Chopra,amit.chopra72@company.com,Engineering,52331.0,52331.0,42911.42,0.0,52331.0,0.0,XXXXXX1182,False,active,False,0.0,450.0,22
EMP-1073,Rajesh,Gupta,rajesh.gupta73@company.com,Engineering,69196.0,69376.0,56888.32,0.0,69196.0,0.0,XXXXXX1182,False,active,False,4.0,300.0,22
EMP-1074,Vikram,Chopra,vikram.chopra74@company.com,Finance,47741.0,47741.0,39147.62,0.0,47741.0,0.0,XXXXXX1182,False,active,False,0.0,0.0,22
EMP-1075,Rajesh,Verma,rajesh.verma75@company.com,Marketing,58767.0,59037.0,48410.34,0.0,58767.0,0.0,XXXXXX1182,False,active,False,6.0,0.0,22
EMP-1076,Deepika,Singh,deepika.singh76@company.com,Marketing,81692.0,82052.0,67282.64,0.0,81692.0,0.0,XXXXXX1182,False,active,False,8.0,150.0,22
EMP-1077,Simran,Gupta,simran.gupta77@company.com,HR,55649.0,56009.0,45927.38,0.0,55649.0,0.0,XXXXXX1182,False,active,False,8.0,0.0,22
EMP-1078,Rajesh,Chopra,rajesh.chopra78@company.com,Engineering,56754.0,57024.0,46759.68,0.0,56754.0,0.0,XXXXXX1182,False,active,False,6.0,0.0,22
EMP-1079,Sonam,Chopra,sonam.chopra79@company.com,HR,62485.0,62485.0,51237.7,0.0,62485.0,0.0,XXXXXX1079,False,active,False,0.0,450.0,22
EMP-1080,Priya,Deshmukh,priya.deshmukh80@company.com,Engineering,75847.0,75847.0,62194.54,0.0,75847.0,0.0,XXXXXX1080,False,active,False,0.0,0.0,22
EMP-1081,Gaurav,Saxena,gaurav.saxena81@company.com,Marketing,65000.0,65360.0,53595.2,0.0,65000.0,0.0,XXXXXX1081,False,active,False,8.0,0.0,22
EMP-1082,Sneha,Sharma,sneha.sharma82@company.com,HR,71113.0,71113.0,58312.66,0.0,71113.0,0.0,XXXXXX1082,False,active,False,0.0,0.0,22
EMP-1083,Nisha,Kapoor,nisha.kapoor83@company.com,Operations,68012.0,68282.0,55991.24,0.0,68012.0,0.0,XXXXXX1083,False,active,False,6.0,300.0,22
EMP-1084,Kabir,Iyer,kabir.iyer84@company.com,Marketing,46808.0,46808.0,38382.56,0.0,46808.0,0.0,XXXXXX1084,False,active,False,0.0,0.0,22
EMP-1085,Ananya,Choudhury,ananya.choudhury85@company.com,Operations,47507.0,47507.0,38955.74,0.0,47507.0,0.0,XXXXXX1085,False,active,False,0.0,300.0,22
EMP-1086,Riya,Nair,riya.nair86@company.com,Marketing,73599.0,73779.0,60498.78,0.0,73599.0,0.0,XXXXXX1086,False,active,False,4.0,300.0,22
EMP-1087,Priya,Deshmukh,priya.deshmukh87@company.com,HR,61693.0,61693.0,50588.26,0.0,61693.0,0.0,XXXXXX1087,False,active,False,0.0,450.0,22
EMP-1088,Riya,Sharma,riya.sharma88@company.com,HR,68869.0,68959.0,56546.38,0.0,68869.0,0.0,XXXXXX1088,False,active,False,2.0,0.0,22
EMP-1089,Deepika,Reddy,deepika.reddy89@company.com,Marketing,88475.0,88835.0,72844.7,0.0,88475.0,0.0,XXXXXX1089,False,active,False,8.0,0.0,22
EMP-1090,Kavya,Rao,kavya.rao90@company.com,Operations,75000.0,83000.0,68060.0,8000.0,50000.0,50.0,XXXXXX1090,True,active,False,2.0,0.0,22
EMP-1091,Kabir,Rao,kabir.rao91@company.com,Finance,57572.0,57662.0,47282.84,0.0,57572.0,0.0,XXXXXX1091,False,active,False,2.0,450.0,22
EMP-1092,Kabir,Mehta,kabir.mehta92@company.com,Operations,71612.0,71792.0,58869.44,0.0,71612.0,0.0,XXXXXX1092,False,active,False,4.0,0.0,22
EMP-1093,Ishita,Rao,ishita.rao93@company.com,HR,73173.0,73533.0,60297.06,0.0,73173.0,0.0,XXXXXX1093,False,active,False,8.0,300.0,22
EMP-1094,Simran,Reddy,simran.reddy94@company.com,Customer Support,73952.0,74042.0,60714.44,0.0,73952.0,0.0,XXXXXX1094,False,active,False,2.0,450.0,22
EMP-1095,Karan,Trivedi,karan.trivedi95@company.com,Customer Support,93231.0,93231.0,76449.42,0.0,93231.0,0.0,XXXXXX1095,False,active,False,0.0,450.0,22
EMP-1096,Rohan,Rao,rohan.rao96@company.com,Marketing,51120.0,51480.0,42213.6,0.0,51120.0,0.0,XXXXXX1096,False,active,False,8.0,0.0,22
EMP-1097,Deepika,Rao,deepika.rao97@company.com,HR,58050.0,58050.0,47601.0,0.0,58050.0,0.0,XXXXXX1097,False,active,False,0.0,0.0,22
EMP-1098,Neha,Joshi,neha.joshi98@company.com,Customer Support,85060.0,85420.0,70044.4,0.0,85060.0,0.0,XXXXXX1098,False,active,False,8.0,0.0,22
EMP-1099,Aarav,Chopra,aarav.chopra99@company.com,HR,92077.0,92347.0,75724.54,0.0,92077.0,0.0,XXXXXX1099,False,active,False,6.0,150.0,22
EMP-1100,Tanvi,Deshmukh,tanvi.deshmukh100@company.com,HR,54671.0,54941.0,45051.62,0.0,54671.0,0.0,XXXXXX1100,False,active,False,6.0,450.0,22
EMP-1101,Arjun,Singh,arjun.singh101@company.com,Legal,59341.0,59341.0,48659.62,0.0,59341.0,0.0,XXXXXX1101,False,active,False,0.0,450.0,22
EMP-1102,Dev,Saxena,dev.saxena102@company.com,Engineering,81530.0,81530.0,66854.6,0.0,81530.0,0.0,XXXXXX1102,False,active,False,0.0,0.0,22
EMP-1103,Aarav,Gupta,aarav.gupta103@company.com,Customer Support,88750.0,88930.0,72922.6,0.0,88750.0,0.0,XXXXXX1103,False,active,False,4.0,300.0,22
EMP-1104,Simran,Reddy,simran.reddy104@company.com,Customer Support,85150.0,85510.0,70118.2,0.0,85150.0,0.0,XXXXXX1104,False,active,False,8.0,450.0,22
EMP-1105,Rajesh,Trivedi,rajesh.trivedi105@company.com,Legal,80905.0,90000.0,73800.0,12000.0,80905.0,0.0,XXXXXX1105,False,ghost,True,2.0,0.0,0
EMP-1106,Kavya,Malhotra,kavya.malhotra106@company.com,Customer Support,61986.0,62346.0,51123.72,0.0,61986.0,0.0,XXXXXX1106,False,active,False,8.0,0.0,22
EMP-1107,Gaurav,Bose,gaurav.bose107@company.com,Customer Support,86074.0,86074.0,70580.68,0.0,86074.0,0.0,XXXXXX1107,False,active,False,0.0,0.0,22
EMP-1108,Aarav,Kapoor,aarav.kapoor108@company.com,Operations,60367.0,60367.0,49500.94,0.0,60367.0,0.0,XXXXXX1108,False,active,False,0.0,0.0,22
EMP-1109,Siddharth,Iyer,siddharth.iyer109@company.com,Sales,54068.0,54068.0,44335.76,0.0,54068.0,0.0,XXXXXX1109,False,active,False,0.0,0.0,22
EMP-1110,Kabir,Gupta,kabir.gupta110@company.com,HR,49209.0,49299.0,40425.18,0.0,49209.0,0.0,XXXXXX1110,False,active,False,2.0,150.0,22
EMP-1111,Siddharth,Iyer,siddharth.iyer111@company.com,Customer Support,72248.0,72248.0,59243.36,0.0,72248.0,0.0,XXXXXX1111,False,active,False,0.0,0.0,22
EMP-1112,Gaurav,Chopra,gaurav.chopra112@company.com,Legal,83278.0,83548.0,68509.36,0.0,83278.0,0.0,XXXXXX1112,False,active,False,6.0,0.0,22
EMP-1113,Nisha,Choudhury,nisha.choudhury113@company.com,Legal,76259.0,76259.0,62532.38,0.0,76259.0,0.0,XXXXXX1113,False,active,False,0.0,0.0,22
EMP-1114,Ishita,Deshmukh,ishita.deshmukh114@company.com,Legal,80272.0,80542.0,66044.44,0.0,80272.0,0.0,XXXXXX1114,False,active,False,6.0,450.0,22
EMP-1115,Pooja,Bhatnagar,pooja.bhatnagar115@company.com,HR,76996.0,76996.0,63136.72,0.0,76996.0,0.0,XXXXXX1115,False,active,False,0.0,0.0,22
EMP-1116,Riya,Malhotra,riya.malhotra116@company.com,Engineering,70484.0,70484.0,57796.88,0.0,70484.0,0.0,XXXXXX1116,False,active,False,0.0,450.0,22
EMP-1117,Deepika,Deshmukh,deepika.deshmukh117@company.com,Finance,75630.0,75630.0,62016.6,0.0,75630.0,0.0,XXXXXX1117,False,active,False,0.0,300.0,22
EMP-1118,Pooja,Sharma,pooja.sharma118@company.com,Legal,83790.0,83970.0,68855.4,0.0,83790.0,0.0,XXXXXX1118,False,active,False,4.0,450.0,22
EMP-1119,Arjun,Kapoor,arjun.kapoor119@company.com,Legal,53893.0,54253.0,44487.46,0.0,53893.0,0.0,XXXXXX1119,False,active,False,8.0,150.0,22
EMP-1120,Ananya,Verma,ananya.verma120@company.com,Operations,69844.0,70000.0,57400.0,0.0,69844.0,0.0,XXXXXX4821,False,terminated,False,0.0,0.0,22
EMP-1121,Aarav,Reddy,aarav.reddy121@company.com,Marketing,94887.0,94977.0,77881.14,0.0,94887.0,0.0,XXXXXX1121,False,active,False,2.0,0.0,22
EMP-1122,Manish,Chopra,manish.chopra122@company.com,Operations,50367.0,50457.0,41374.74,0.0,50367.0,0.0,XXXXXX1122,False,active,False,2.0,0.0,22
EMP-1123,Kavya,Iyer,kavya.iyer123@company.com,Engineering,67935.0,67935.0,55706.7,0.0,67935.0,0.0,XXXXXX1123,False,active,False,0.0,450.0,22
EMP-1124,Rohan,Verma,rohan.verma124@company.com,Engineering,61205.0,61205.0,50188.1,0.0,61205.0,0.0,XXXXXX1124,False,active,False,0.0,0.0,22
EMP-1125,Simran,Gupta,simran.gupta125@company.com,HR,53272.0,53362.0,43756.84,0.0,53272.0,0.0,XXXXXX1125,False,active,False,2.0,450.0,22
EMP-1126,Priya,Choudhury,priya.choudhury126@company.com,HR,75476.0,75746.0,62111.72,0.0,75476.0,0.0,XXXXXX1126,False,active,False,6.0,0.0,22
EMP-1127,Manish,Nair,manish.nair127@company.com,Finance,84707.0,84887.0,69607.34,0.0,84707.0,0.0,XXXXXX1127,False,active,False,4.0,450.0,22
EMP-1128,Amit,Singh,amit.singh128@company.com,Finance,65384.0,65384.0,53614.88,0.0,65384.0,0.0,XXXXXX1128,False,active,False,0.0,300.0,22
EMP-1129,Arjun,Rao,arjun.rao129@company.com,Legal,70995.0,71265.0,58437.3,0.0,70995.0,0.0,XXXXXX1129,False,active,False,6.0,0.0,22
EMP-1130,Rohan,Choudhury,rohan.choudhury130@company.com,HR,51678.0,51948.0,42597.36,0.0,51678.0,0.0,XXXXXX1130,False,active,False,6.0,0.0,22
EMP-1131,Nisha,Bhatnagar,nisha.bhatnagar131@company.com,Sales,82088.0,82448.0,67607.36,0.0,82088.0,0.0,XXXXXX1131,False,active,False,8.0,0.0,22
EMP-1132,Meera,Iyer,meera.iyer132@company.com,Legal,88353.0,88353.0,72449.46,0.0,88353.0,0.0,XXXXXX1132,False,active,False,0.0,0.0,22
EMP-1133,Dev,Reddy,dev.reddy133@company.com,Engineering,72528.0,72888.0,59768.16,0.0,72528.0,0.0,XXXXXX1133,False,active,False,8.0,150.0,22
EMP-1134,Priya,Chopra,priya.chopra134@company.com,Marketing,86653.0,87013.0,71350.66,0.0,86653.0,0.0,XXXXXX1134,False,active,False,8.0,150.0,22
EMP-1135,Amit,Gupta,amit.gupta135@company.com,Legal,56543.0,56813.0,46586.66,0.0,56543.0,0.0,XXXXXX1135,False,active,False,6.0,300.0,22
EMP-1136,Rahul,Bose,rahul.bose136@company.com,Customer Support,75465.0,75555.0,61955.1,0.0,75465.0,0.0,XXXXXX1136,False,active,False,2.0,450.0,22
EMP-1137,Varun,Bose,varun.bose137@company.com,Marketing,61088.0,61448.0,50387.36,0.0,61088.0,0.0,XXXXXX1137,False,active,False,8.0,0.0,22
EMP-1138,Aditya,Saxena,aditya.saxena138@company.com,HR,94183.0,94273.0,77303.86,0.0,94183.0,0.0,XXXXXX1138,False,active,False,2.0,300.0,22
EMP-1139,Simran,Deshmukh,simran.deshmukh139@company.com,Marketing,46880.0,46970.0,38515.4,0.0,46880.0,0.0,XXXXXX1139,False,active,False,2.0,0.0,22
EMP-1140,Ananya,Malhotra,ananya.malhotra140@company.com,HR,68253.0,68613.0,56262.66,0.0,68253.0,0.0,XXXXXX1140,False,active,False,8.0,0.0,22
EMP-1141,Siddharth,Bose,siddharth.bose141@company.com,Operations,81424.0,81424.0,66767.68,0.0,81424.0,0.0,XXXXXX1141,False,active,False,0.0,300.0,22
EMP-1142,Karan,Kapoor,karan.kapoor142@company.com,HR,92190.0,92280.0,75669.6,0.0,92190.0,0.0,XXXXXX1142,False,active,False,2.0,150.0,22
EMP-1143,Pooja,Joshi,pooja.joshi143@company.com,Customer Support,87329.0,87599.0,71831.18,0.0,87329.0,0.0,XXXXXX1143,False,active,False,6.0,150.0,22
EMP-1144,Aarav,Sharma,aarav.sharma144@company.com,Sales,64283.0,64283.0,52712.06,0.0,64283.0,0.0,XXXXXX1144,False,active,False,0.0,150.0,22
EMP-1145,Amit,Joshi,amit.joshi145@company.com,Operations,88513.0,88693.0,72728.26,0.0,88513.0,0.0,XXXXXX1145,False,active,False,4.0,0.0,22
EMP-1146,Tanvi,Iyer,tanvi.iyer146@company.com,Marketing,72885.0,73155.0,59987.1,0.0,72885.0,0.0,XXXXXX1146,False,active,False,6.0,300.0,22
EMP-1147,Siddharth,Nair,siddharth.nair147@company.com,Customer Support,62754.0,62754.0,51458.28,0.0,62754.0,0.0,XXXXXX1147,False,active,False,0.0,0.0,22
EMP-1148,Sneha,Singh,sneha.singh148@company.com,HR,65679.0,65679.0,53856.78,0.0,65679.0,0.0,XXXXXX1148,False,active,False,0.0,450.0,22
EMP-1149,Pooja,Mehta,pooja.mehta149@company.com,HR,59180.0,59450.0,48749.0,0.0,59180.0,0.0,XXXXXX1149,False,active,False,6.0,150.0,22
EMP-1150,Aditya,Choudhury,aditya.choudhury150@company.com,Operations,51588.0,51948.0,42597.36,0.0,51588.0,0.0,XXXXXX1150,False,active,False,8.0,0.0,22
EMP-1151,Ishita,Joshi,ishita.joshi151@company.com,Marketing,56759.0,56759.0,46542.38,0.0,56759.0,0.0,XXXXXX1151,False,active,False,0.0,0.0,22
EMP-1152,Amit,Iyer,amit.iyer152@company.com,Finance,62977.0,62977.0,51641.14,0.0,62977.0,0.0,XXXXXX1152,False,active,False,0.0,0.0,22
EMP-1153,Pooja,Rao,pooja.rao153@company.com,Finance,86803.0,87163.0,71473.66,0.0,86803.0,0.0,XXXXXX1153,False,active,False,8.0,150.0,22
EMP-1154,Priya,Sharma,priya.sharma154@company.com,Operations,75762.0,75852.0,62198.64,0.0,75762.0,0.0,XXXXXX1154,False,active,False,2.0,150.0,22
EMP-1155,Siddharth,Mehta,siddharth.mehta155@company.com,Engineering,61546.0,61906.0,50762.92,0.0,61546.0,0.0,XXXXXX1155,False,active,False,8.0,150.0,22
EMP-1156,Priya,Kapoor,priya.kapoor156@company.com,Legal,77227.0,77227.0,63326.14,0.0,77227.0,0.0,XXXXXX1156,False,active,False,0.0,300.0,22
EMP-1157,Rahul,Verma,rahul.verma157@company.com,Finance,54777.0,55137.0,45212.34,0.0,54777.0,0.0,XXXXXX1157,False,active,False,8.0,300.0,22
EMP-1158,Ishita,Kapoor,ishita.kapoor158@company.com,HR,52762.0,52942.0,43412.44,0.0,52762.0,0.0,XXXXXX1158,False,active,False,4.0,150.0,22
